precipitation_sum,temperature_2m_max,temperature_2m_min,temperature_2m_mean,windspeed_10m_max,windgusts_10m_max,sunshine_duration,shortwave_radiation_sum,et0_fao_evapotranspiration,precipitation_hours,rain_sum,snowfall_sum,weathercode,pressure_msl_mean,dewpoint_2m_mean,date
0.0,-8.2,-13.5,-11.5,11.1,25.6,114.74,4.01,0.19,0.0,0.0,0.0,3,1020.1,-13.6,2026-01-24
0.0,-8.8,-12.9,-11.0,13.3,28.8,3600.0,3.58,0.2,0.0,0.0,0.07,71,1022.6,-12.9,2026-01-25
1.5,-3.0,-8.8,-5.8,21.5,45.4,0.0,1.93,0.21,13.0,1.2,0.21,71,1017.9,-7.2,2026-01-26
4.8,-3.5,-5.0,-4.2,22.2,46.8,0.0,3.59,0.24,18.0,4.8,0.0,53,1010.0,-5.2,2026-01-27
5.0,0.8,-4.8,-1.2,9.9,20.9,0.0,2.38,0.24,16.0,1.8,2.24,75,1004.6,-1.9,2026-01-28
2.6,0.9,-1.5,0.0,14.2,29.9,0.0,3.16,0.28,11.0,0.5,1.47,73,1002.5,-0.5,2026-01-29
0.3,-2.5,-11.4,-7.3,18.5,42.5,7259.69,4.56,0.29,3.0,0.0,0.21,71,1008.9,-9.1,2026-01-30
0.0,-10.2,-13.1,-11.9,20.7,45.0,8837.79,4.75,0.3,0.0,0.0,0.0,3,1013.9,-14.7,2026-01-31
0.0,-12.9,-17.8,-15.6,13.5,30.2,27442.84,7.15,0.27,0.0,0.0,0.0,3,1022.0,-18.3,2026-02-01
0.0,-14.4,-21.6,-18.6,11.8,22.3,28646.37,8.17,0.26,0.0,0.0,0.0,3,1022.1,-21.4,2026-02-02
0.0,-11.9,-21.4,-17.4,10.1,19.1,31795.51,8.47,0.33,0.0,0.0,0.0,3,1023.5,-20.3,2026-02-03
1.2,-8.2,-20.7,-14.8,17.1,36.0,10828.62,5.48,0.25,6.0,0.0,0.84,73,1026.4,-17.0,2026-02-04
5.3,-6.6,-8.0,-7.3,20.7,41.8,0.0,2.94,0.27,18.0,0.0,3.71,73,1019.2,-9.2,2026-02-05
0.5,-6.9,-8.2,-7.5,18.1,38.5,0.0,4.06,0.31,5.0,0.0,0.42,71,1011.0,-9.6,2026-02-06
5.5,-4.5,-7.1,-5.7,9.2,20.9,0.0,3.22,0.25,18.0,0.0,3.85,73,1006.0,-7.0,2026-02-07
0.7,-5.2,-8.6,-5.9,17.6,40.7,1761.82,5.67,0.36,7.0,0.0,0.49,71,1009.3,-7.8,2026-02-08
0.0,-8.7,-14.8,-11.3,14.5,38.2,24705.42,7.9,0.39,0.0,0.0,0.0,3,1021.6,-14.0,2026-02-09
0.0,-8.3,-21.0,-15.4,16.4,32.8,31386.13,9.65,0.43,0.0,0.0,0.0,3,1020.0,-18.7,2026-02-10
0.0,-1.4,-10.9,-5.0,16.8,35.3,0.0,4.45,0.36,0.0,0.0,0.0,3,1006.8,-6.8,2026-02-11
0.2,2.0,-0.9,1.2,18.0,38.2,0.0,4.33,0.33,2.0,0.2,0.0,51,995.3,0.6,2026-02-12
0.0,2.4,0.7,1.8,13.9,28.1,272.06,4.54,0.38,0.0,0.0,0.0,3,994.6,1.5,2026-02-13
0.5,3.7,0.3,1.5,13.9,28.8,8849.12,6.65,0.56,1.0,0.5,0.0,53,999.6,0.7,2026-02-14
10.1,1.2,-2.0,-0.4,17.4,37.4,1805.28,4.38,0.39,10.0,0.0,7.07,75,1009.3,-1.6,2026-02-15
3.0,-2.1,-8.6,-6.8,22.0,49.0,6904.47,7.64,0.41,7.0,0.0,2.1,73,1002.4,-8.9,2026-02-16
0.0,-7.0,-10.6,-9.1,10.1,23.8,18890.19,8.72,0.46,0.0,0.0,0.0,3,1011.7,-11.3,2026-02-17
1.5,-8.8,-12.6,-10.5,14.8,34.2,14580.35,7.59,0.4,7.0,0.0,1.05,73,1012.0,-13.1,2026-02-18
3.0,-3.9,-9.2,-6.9,17.5,37.4,24991.26,10.23,0.58,11.0,0.0,2.1,73,1010.6,-9.3,2026-02-19
0.0,-2.0,-7.8,-5.8,15.1,30.2,32400.0,11.63,0.8,0.0,0.0,0.0,3,1022.8,-9.1,2026-02-20
0.0,-5.4,-16.2,-10.3,11.3,27.4,34323.19,10.88,0.57,0.0,0.0,0.0,3,1030.2,-12.3,2026-02-21
0.0,1.1,-11.9,-5.1,12.9,24.8,14400.0,7.21,0.56,0.0,0.0,0.0,3,1022.1,-7.5,2026-02-22
5.7,2.7,0.9,1.6,17.8,37.1,0.0,3.4,0.36,17.0,4.1,1.12,73,1011.1,0.6,2026-02-23
0.7,4.3,1.1,2.3,15.2,31.0,5337.76,6.49,0.7,6.0,0.7,0.0,51,1008.7,1.0,2026-02-24
3.2,1.2,-0.3,0.4,13.2,29.2,0.0,2.97,0.32,15.0,0.5,1.89,73,1015.8,-0.2,2026-02-25
0.0,-0.4,-3.5,-2.2,15.7,37.4,470.6,5.31,0.49,0.0,0.0,0.0,3,1029.8,-4.3,2026-02-26
0.0,-0.8,-3.0,-2.2,10.1,24.1,2963.05,6.37,0.54,0.0,0.0,0.0,3,1032.7,-3.8,2026-02-27
0.0,1.6,-4.6,-1.6,12.9,29.9,35873.55,11.67,0.82,0.0,0.0,0.0,3,1030.1,-3.0,2026-02-28
0.0,4.6,-3.2,0.3,13.8,27.4,37202.71,12.94,1.11,0.0,0.0,0.0,1,1026.0,-2.3,2026-03-01
0.0,5.8,0.5,2.4,15.1,31.7,29080.62,10.65,1.03,0.0,0.0,0.0,3,1022.6,-0.2,2026-03-02
0.0,2.9,0.4,1.6,14.8,37.1,2065.05,5.07,0.57,0.0,0.0,0.0,3,1023.4,-0.5,2026-03-03
0.0,7.2,-3.2,1.9,17.1,38.5,37407.73,11.69,1.14,0.0,0.0,0.0,3,1022.8,-0.6,2026-03-04
0.0,6.6,-0.9,2.6,18.0,42.1,37352.91,13.14,1.41,0.0,0.0,0.0,3,1018.0,-1.5,2026-03-05
0.0,4.2,0.9,2.2,16.9,41.4,27351.17,9.08,1.05,0.0,0.0,0.0,3,1022.8,-1.7,2026-03-06
0.0,8.5,-1.8,2.6,11.2,22.0,38651.6,13.7,1.62,0.0,0.0,0.0,2,1029.4,-2.8,2026-03-07
0.0,8.4,-0.6,3.6,10.2,19.8,39030.19,14.22,1.63,0.0,0.0,0.0,3,1032.0,-2.0,2026-03-08
0.0,11.9,0.3,5.0,11.1,21.2,39428.27,14.44,2.09,0.0,0.0,0.0,3,1033.3,-3.3,2026-03-09
0.0,13.3,0.8,6.5,13.3,27.4,39824.98,14.67,2.25,0.0,0.0,0.0,0,1029.5,-0.9,2026-03-10
0.0,14.8,3.2,8.3,15.0,35.6,40220.48,14.84,2.83,0.0,0.0,0.0,0,1026.4,-1.9,2026-03-11
0.0,13.9,2.5,7.9,13.7,27.4,40251.5,14.91,2.41,0.0,0.0,0.0,3,1026.2,-0.3,2026-03-12
0.0,15.2,1.8,8.1,14.0,29.2,39919.15,14.95,2.47,0.0,0.0,0.0,3,1025.9,0.0,2026-03-13
0.0,10.0,1.6,6.2,16.6,42.5,41401.13,15.67,2.35,0.0,0.0,0.0,0,1022.7,-1.6,2026-03-14
0.0,11.4,0.9,5.9,14.1,33.5,42005.71,15.89,2.52,0.0,0.0,0.0,0,1022.4,-4.0,2026-03-15
0.0,11.4,0.8,5.9,10.4,22.0,42237.26,15.53,2.14,0.0,0.0,0.0,3,1020.9,-2.1,2026-03-16
0.0,8.4,-0.3,4.4,9.6,23.0,39454.95,13.29,1.65,0.0,0.0,0.0,3,1022.4,-0.5,2026-03-17
0.5,5.2,1.7,3.4,14.6,33.8,0.0,3.86,0.59,5.0,0.5,0.0,51,1026.6,1.3,2026-03-18
0.0,8.1,2.6,4.9,11.2,28.4,3294.11,6.1,0.93,0.0,0.0,0.0,3,1022.4,1.2,2026-03-19
0.0,10.9,1.0,5.7,12.0,25.6,42821.99,16.02,2.19,0.0,0.0,0.0,3,1015.4,-1.1,2026-03-20
0.0,10.7,0.4,5.0,13.5,35.3,32533.75,12.1,1.62,0.0,0.0,0.0,3,1020.3,0.8,2026-03-21
0.0,11.9,0.4,6.0,11.2,31.0,43083.85,17.13,2.41,0.0,0.0,0.0,0,1023.6,-1.7,2026-03-22
0.0,10.9,0.3,5.8,10.0,22.3,40486.95,15.49,2.08,0.0,0.0,0.0,3,1021.3,-1.4,2026-03-23
0.0,12.8,0.3,7.2,9.1,19.1,43200.0,17.49,2.52,0.0,0.0,0.0,2,1018.5,-3.2,2026-03-24
0.0,14.2,3.2,8.6,13.6,28.4,35448.47,13.63,2.61,0.0,0.0,0.0,3,1012.1,-3.6,2026-03-25
0.1,13.6,4.8,9.3,14.7,36.7,29524.71,11.73,2.17,1.0,0.1,0.0,51,1007.9,2.1,2026-03-26
0.0,17.0,7.1,11.7,10.3,24.8,42810.64,15.28,2.59,0.0,0.0,0.0,3,1010.3,4.7,2026-03-27
0.3,14.8,5.2,10.7,14.9,37.8,25232.67,11.31,2.02,3.0,0.3,0.0,51,1011.5,4.9,2026-03-28
0.0,14.3,8.4,10.5,12.5,27.4,4341.97,6.87,1.31,0.0,0.0,0.0,3,1011.4,6.5,2026-03-29
1.5,11.1,5.2,8.7,13.0,27.0,14729.2,7.19,1.25,4.0,1.5,0.0,53,1007.0,4.7,2026-03-30
0.3,16.4,7.4,11.6,12.3,27.7,36457.03,14.72,2.32,2.0,0.3,0.0,51,1004.6,6.7,2026-03-31
0.4,17.3,8.1,12.6,15.5,38.9,43200.0,16.11,2.67,3.0,0.4,0.0,51,1009.8,7.4,2026-04-01
4.9,17.3,7.7,11.9,11.2,25.6,43200.0,15.72,2.35,3.0,4.9,0.0,63,1008.2,8.1,2026-04-02
0.5,15.6,8.0,12.0,13.0,37.1,43200.0,16.39,2.49,2.0,0.5,0.0,51,1006.4,7.1,2026-04-03
0.0,15.7,7.2,11.6,13.0,33.1,43399.54,20.21,3.53,0.0,0.0,0.0,3,1011.2,0.6,2026-04-04
0.0,14.7,7.8,10.8,17.8,46.4,43716.8,20.4,3.73,0.0,0.0,0.0,3,1015.8,-1.6,2026-04-05
1.8,14.3,5.1,9.5,25.2,63.7,17327.79,8.78,2.19,8.0,1.8,0.0,53,1012.4,2.3,2026-04-06
1.7,8.9,3.3,5.4,19.6,52.9,23649.69,12.52,1.91,11.0,1.7,0.0,51,1008.6,-0.3,2026-04-07
0.9,8.4,2.3,4.4,19.4,47.2,27167.64,12.25,1.52,8.0,0.9,0.0,51,1009.6,0.8,2026-04-08
1.5,5.4,1.5,3.5,19.9,45.4,10726.13,8.0,1.09,5.0,1.5,0.0,51,1013.8,0.1,2026-04-09
2.8,3.7,1.3,2.7,19.4,43.6,0.0,4.52,0.72,13.0,2.6,0.14,71,1015.2,0.1,2026-04-10
2.3,6.6,0.9,3.3,10.9,28.4,13833.99,9.82,1.14,10.0,2.0,0.21,73,1016.1,1.4,2026-04-11
0.9,8.4,0.7,4.1,7.3,21.6,30584.14,15.11,1.84,6.0,0.9,0.0,51,1020.5,1.5,2026-04-12
0.6,10.9,1.9,5.7,13.0,32.8,33275.08,14.52,1.76,5.0,0.6,0.0,51,1025.0,2.6,2026-04-13
0.0,15.4,3.8,9.6,12.9,34.2,48146.34,22.06,3.25,0.0,0.0,0.0,0,1024.9,1.7,2026-04-14
0.0,17.1,5.3,11.5,13.3,33.8,45372.42,21.95,3.87,0.0,0.0,0.0,3,1020.5,0.5,2026-04-15
0.1,17.5,9.4,12.6,13.1,31.7,29968.65,14.36,2.68,1.0,0.1,0.0,51,1018.3,4.8,2026-04-16
0.0,15.8,8.8,11.5,19.5,46.4,25285.56,15.79,2.74,0.0,0.0,0.0,3,1016.6,4.1,2026-04-17
1.1,11.6,4.8,8.3,16.7,41.0,32338.74,13.24,1.92,4.0,1.1,0.0,53,1013.8,4.0,2026-04-18
0.0,11.6,5.1,8.4,18.7,47.2,43936.6,17.99,2.66,0.0,0.0,0.0,3,1015.0,1.5,2026-04-19
0.1,8.6,4.0,6.2,11.1,29.5,28561.28,15.5,2.16,1.0,0.1,0.0,51,1015.2,-1.4,2026-04-20
0.3,9.0,2.1,5.7,12.4,33.8,48474.3,18.86,2.52,2.0,0.3,0.0,51,1014.6,-2.2,2026-04-21
0.0,13.7,2.5,8.4,14.1,38.5,45594.43,23.17,3.72,0.0,0.0,0.0,3,1012.4,-5.4,2026-04-22
0.9,10.7,5.4,8.1,28.0,67.0,34751.9,15.75,3.26,5.0,0.9,0.0,51,1002.2,-3.5,2026-04-23
0.0,10.8,3.2,7.1,20.5,50.4,20703.04,14.53,2.8,0.0,0.0,0.0,3,1006.7,-5.2,2026-04-24
0.3,14.9,5.1,10.0,18.6,46.8,18438.64,10.4,2.33,2.0,0.3,0.0,51,1008.9,2.2,2026-04-25
5.3,12.4,3.2,8.3,34.1,82.4,25200.0,11.38,2.36,8.0,5.2,0.07,71,1004.2,0.3,2026-04-26
0.1,9.6,0.9,5.3,29.8,72.0,46800.0,19.37,3.15,1.0,0.1,0.0,51,1015.6,-5.0,2026-04-27
0.6,10.6,2.8,6.4,17.8,45.0,37609.06,20.01,3.21,3.0,0.4,0.14,71,1017.9,-5.0,2026-04-28
0.1,9.7,0.9,5.3,12.0,37.4,44768.84,19.78,2.81,1.0,0.1,0.0,51,1022.2,-5.2,2026-04-29
0.5,8.6,1.2,5.6,13.8,38.5,37626.34,18.37,2.6,4.0,0.5,0.0,51,1025.9,-3.8,2026-04-30
0.0,11.4,3.8,8.1,12.4,33.5,28659.79,16.76,2.88,0.0,0.0,0.0,3,1023.8,-3.6,2026-05-01
0.0,14.6,5.8,10.6,12.5,25.2,48824.12,22.83,3.73,0.0,0.0,0.0,3,1024.4,-4.5,2026-05-02
0.0,22.2,6.8,14.8,12.7,36.0,41158.62,22.58,4.48,0.0,0.0,0.0,3,1018.6,1.0,2026-05-03
0.0,27.2,8.8,18.9,13.9,28.4,50400.0,24.93,5.0,0.0,0.0,0.0,2,1014.3,3.4,2026-05-04
0.0,28.2,13.2,21.6,15.0,34.2,50400.0,26.08,6.44,0.0,0.0,0.0,0,1011.8,2.6,2026-05-05
0.0,29.5,13.8,22.8,13.5,33.8,50400.0,26.34,6.73,0.0,0.0,0.0,0,1010.8,1.9,2026-05-06
0.0,27.6,16.6,22.6,19.6,50.8,50663.32,26.33,7.36,0.0,0.0,0.0,0,1013.4,3.3,2026-05-07
0.1,23.2,13.4,18.1,16.7,45.0,36218.38,20.27,4.63,1.0,0.1,0.0,51,1014.7,8.2,2026-05-08
0.0,22.0,10.9,16.6,11.6,28.8,40775.34,23.36,4.19,0.0,0.0,0.0,3,1016.7,7.5,2026-05-09
10.8,16.8,12.1,13.9,10.5,26.3,0.0,6.2,1.42,17.0,10.8,0.0,61,1015.0,10.1,2026-05-10
0.0,19.5,8.4,14.2,11.6,31.7,50890.2,23.46,3.97,0.0,0.0,0.0,3,1011.0,4.8,2026-05-11
2.9,20.5,10.9,15.9,19.4,51.8,44617.56,19.27,3.57,6.0,2.9,0.0,61,1003.4,10.0,2026-05-12
3.2,16.0,10.3,13.5,17.5,45.0,20086.27,12.44,2.24,8.0,3.2,0.0,61,1000.2,9.3,2026-05-13
0.0,17.6,7.5,12.6,17.1,44.6,43100.25,23.26,4.02,0.0,0.0,0.0,3,1003.8,4.0,2026-05-14
0.1,21.0,10.4,15.3,16.2,42.1,38412.82,18.15,3.67,1.0,0.1,0.0,51,1003.3,6.3,2026-05-15
0.0,24.1,10.3,17.9,12.2,33.1,53352.72,27.96,5.42,0.0,0.0,0.0,0,1007.6,7.1,2026-05-16
0.8,21.5,13.1,17.9,14.5,36.7,33454.44,16.87,3.87,3.0,0.8,0.0,51,1008.3,8.6,2026-05-17
5.6,21.1,14.1,17.8,16.1,36.0,31986.87,19.31,3.41,16.0,5.6,0.0,55,1006.4,13.7,2026-05-18
1.1,24.9,14.7,18.9,15.9,41.8,33658.33,21.53,4.06,5.0,1.1,0.0,53,1011.9,14.3,2026-05-19
7.2,23.7,16.1,19.7,12.7,46.8,45387.62,20.48,3.95,8.0,7.2,0.0,63,1011.9,14.1,2026-05-20
3.2,28.2,15.4,21.8,24.6,65.5,47715.03,24.47,5.15,9.0,3.2,0.0,55,1014.5,12.3,2026-05-21
0.8,29.4,18.1,23.1,17.0,47.2,54768.83,25.66,5.9,5.0,0.8,0.0,51,1018.7,12.1,2026-05-22
0.0,24.3,16.6,20.6,17.6,46.8,55441.02,28.23,6.14,0.0,0.0,0.0,1,1022.5,8.8,2026-05-23
0.0,24.9,14.4,20.4,13.6,38.2,51300.49,26.32,5.81,0.0,0.0,0.0,3,1021.9,7.1,2026-05-24
